mu_alpha,mu_beta,mu_kappa,mu_decay,sigma_alpha,sigma_beta,sigma_kappa,sigma_decay
1.7307376,0.18682003,-0.1270755,1.4787989,3.2196226,0.67616707,0.57930975,3.9117785
-0.3452995,0.10577772,-0.11061817,0.38589937,3.9544011,0.56149316,0.61221388,1.6438673
0.42237327,0.11508631,-0.054514558,0.62236254,3.3101589,0.57568001,0.44846343,1.4497823
0.074805565,-0.22571812,0.035757567,-0.27808788,4.8991895,1.4289588,0.66066777,3.0202007
0.32504485,0.090418232,-0.088930134,-0.51996304,2.1333072,0.61786161,0.55116953,3.2554954
-0.39653737,0.19940582,-0.060495308,0.14738114,2.3575095,0.63137497,0.52830407,2.4673188
1.6455661,0.079732803,-0.26470455,1.2308163,3.0740636,0.93424013,0.54419607,3.1820053
0.41806966,-0.0026644001,-0.26048698,1.3694484,3.1335193,1.1433477,0.68307411,4.3406679
0.79314601,-0.062335609,-0.37859193,1.7646499,3.5401324,1.4285195,0.83394351,2.9990079
1.9401015,-0.34910065,-0.33356339,0.87133482,4.5357355,1.7761169,0.88289357,3.3235289
0.7341951,-0.09713999,-0.27531618,-0.034943525,3.521863,1.2088917,0.66707954,4.5790262
-0.34517226,-0.16899519,-0.19944561,1.2824699,3.7107049,1.1047993,0.74759554,3.3051769
-0.23519762,0.094545204,-0.17032635,0.39329574,2.3251964,1.0946841,0.51448627,4.0262119
-0.0028475525,-0.09974276,-0.20344239,-0.010565906,2.6203247,1.0884458,0.85002221,2.8959914
-0.51819114,-0.00554279,-0.17164276,1.6356772,1.3231693,0.86280959,0.63385077,2.9429002
0.30525543,-0.22638076,-0.20049044,0.48527684,4.4528109,0.73056942,0.56986883,2.3946608
0.92591819,-0.52892007,-0.23449559,0.31520012,3.1415346,0.97754177,0.6301815,1.6709862
-0.13992792,-0.80432146,0.018748033,0.38197777,2.3350397,1.3621536,0.47349983,6.2164489
-0.78858745,0.43568126,0.096748234,0.34563784,3.1943734,0.95320257,1.2056001,1.4104262
0.98768644,-0.54171021,0.19880789,-0.70114879,2.5423468,0.70702562,0.58360967,3.4798926
-1.246924,0.21134154,0.20499794,-0.23847982,3.283894,0.67813166,0.85718795,2.8939029
0.12410393,0.161678,0.16965058,-0.20159713,3.2819218,0.91707818,0.57324362,3.0823463
0.05164485,0.23614378,0.18423355,-1.3639439,3.5996585,1.5124607,0.68438878,3.1837018
-0.92702039,0.14865704,0.37786318,-0.10095557,2.3650896,0.66955764,0.64749825,2.7547018
-1.0926871,0.057155837,0.27214147,0.10823626,3.7203432,0.91229675,0.66372144,2.399972
0.88834676,0.11704814,0.14006023,0.51597892,3.1439076,0.62436742,0.77765305,3.0312441
-0.44094569,0.14286239,0.15409216,-0.82880301,2.8654364,0.73993187,0.74307193,3.1501608
-0.7683463,0.059371895,0.15545926,0.93113922,1.8216065,0.83714391,0.51309002,3.7195104
0.47769133,0.12316829,0.13586166,0.45726641,2.5856217,0.78056373,0.62158451,3.0415722
-1.387448,0.15156471,0.13078562,-1.3353257,2.6753791,0.76214617,0.67173616,5.1335985
-0.47090979,-0.083762527,0.12305947,-1.9053227,3.0143533,0.7344727,0.55680305,5.0011966
-0.0067698403,0.25618433,0.29011906,0.043144544,3.6566267,1.1262743,0.69457358,2.9027176
-0.59368113,-0.15656815,0.33314687,0.25967378,2.7418327,0.91978312,0.67641549,2.582783
0.57598856,-0.062616707,0.31658173,0.020267709,3.8010529,1.2790873,0.61539622,3.6488648
-1.3260468,0.15467248,0.40270679,-0.17288612,2.184179,0.46203596,0.81575902,2.791653
-1.1104979,-0.16562669,0.42238159,0.63521514,3.0133957,0.61801635,0.77373715,2.0226229
-0.10821358,-0.88753193,0.21302619,-0.087069772,1.8175342,1.4766728,0.52240226,2.5961443
0.17078909,0.046892377,0.20076694,0.10435591,2.750784,0.92339464,0.61238531,2.37511
1.6367679,0.04153096,-0.14151588,0.93935762,2.5678367,1.2068357,0.72480766,2.136942
1.1548096,-0.11666431,-0.20315285,-0.010805087,3.260283,1.368631,0.52274668,3.2411863
-0.59246651,0.091536329,-0.031660553,0.68466924,1.8773617,0.82951966,0.43216072,2.0927215
-0.17866025,0.0081256904,-0.026440033,0.62216603,2.1295947,0.84102393,0.4817388,1.8125757
-0.9438928,-0.042661625,-0.0026662367,0.15087739,4.749483,1.3779098,0.46430973,1.6046524
-0.88925034,0.20137712,-0.12590668,0.7556224,5.050644,1.236833,0.51105225,1.8834576
-0.58552327,0.13106771,0.56407847,-0.84136871,3.1465361,0.68815008,0.68906124,3.9543615
-1.8783403,0.47688724,0.41575443,0.28184782,3.3063128,1.3795359,0.87841589,3.2752634
-2.3040113,0.85352623,0.23740216,-1.2932874,2.5966854,0.40269997,0.65128975,4.3422347
-2.9344022,0.52545343,0.2813816,0.49354933,4.2862272,0.82944048,0.62508884,3.1313548
-2.5707737,0.56401194,0.26050777,0.91108977,4.3978733,1.04488,0.5886803,3.0417011
-0.69313596,0.58199159,0.36057733,1.2335949,1.6072374,0.52873178,0.39015953,2.752843
0.48722955,-0.5273582,0.51274458999999994,0.24336245,2.8506752,1.3382413,0.56017543,2.6822072
-1.1736594,0.045632277,0.21672004,0.45181243,2.488149,0.75377997,0.4330474,3.3214592
-0.33730369,0.25327728,0.039395222,1.1696698,2.7773828,0.76369079,0.56897448,2.4684939
-1.9790209,0.52183942,0.055295967,0.16015192,2.6984592,0.37102707,0.56482219,3.954159
1.3877011,-0.16985471,0.0097427037,0.28423767,2.9317993,0.80926875,0.81978423,2.453782
0.29473465,-0.23885719,0.085955258,0.33133894,2.1197773,1.0432115,0.60664912,2.1989013
3.0835167,-0.3445447,0.06825623,0.2754391,3.6335013,1.0251959,0.46476008,2.4399642
1.7387593,-0.48359678,0.094180804,-0.075108565,3.1389663,1.1786676,0.66940705,2.6065738
1.4005859,0.11650245,-0.068001368,1.2756124,3.19408,1.0115961,0.515079,2.836956
-2.6605113,0.23387859,0.022191454,0.28768352,2.6380783,0.87957869,0.56209205,1.9208569
-1.4675009,-0.027371462,-0.014665095,0.066222082,3.0801834,0.85320251,0.5154164,4.0377214
1.7473262,-0.14031629,-0.23533614,-2.0559773,3.3720254,0.54085993,0.58698893,3.6232947
1.4255681,-0.80310753,-0.044953138,0.8003793,2.1307827,0.9192809,0.43174257,1.2514979
5.0551602,-0.025291196,-0.057654053,0.65147215,3.0034057,0.87206477,0.4568832,3.6288856
2.6981286,-0.11326779,-0.066040943,0.27708415,2.6673623,0.94372012,0.49748015,3.4367358
0.21808286,-0.30103949,-0.090807111,0.15039579,4.4391947,1.1611562,0.50795943,2.6771368
0.87352441,-0.52610108,-0.058361994,1.4152616,1.8232581,0.85102352,0.47403043,1.6808744
0.053001861,0.11217071,0.32703172,-0.50443661,1.7598001,0.73082544,0.50090104,2.5215135
-0.32843212,0.04693568,0.15330813,-3.9006806,1.9647825,1.0312016,0.51180883,5.9971024
-0.24747943,-0.27920064,0.26657456,0.324905,1.7011327,1.1720621,0.56230325,3.3865885
0.6413623,0.20301299,0.26327434,0.41208603,2.905783,0.45549794,0.55536081,5.1803364
-0.32757745,0.21987986,0.34365947,1.3015718,3.190183,0.57761775,0.70874841,4.1013797
-0.04546579,0.3100121,0.18111858,0.29394523,3.2122091,0.5330437,0.69942114,3.0242144
0.28164092,0.24605643,0.10976469,-0.38804843,3.0661247,0.561158,0.70861664,4.1214542
-0.85298808,0.4709487,-0.20960341,-0.55838245,2.1889054,0.65274461,0.6397271,4.0996427
-1.0087849,0.52109477,-0.11640303,-0.80808416,2.3802459,0.64882459,0.55984051,3.3185345
-1.7109282,0.53027114,-0.14679793,-2.4884525,2.2622321,0.53609382,0.72258286,4.8766042
-2.3866374,0.18114793,-0.07241554,5.5991153e-4,2.7887736,0.80115319,0.83771147,3.2188839
-1.2699167,-0.16108282,0.0015007056,0.16798186,3.5862129,0.58779449,0.92516464,3.8744556
0.44379084,-0.20809417,-0.1870339,1.1889645,1.4811325,0.92066327,0.86831979,2.3813498
0.59528509,0.025981557,-0.018484406,-0.39784135,3.0563872,0.48666464,0.6585991,4.6759212
0.12995318,-0.17215101,-0.11579401,1.0990707,2.5492594,0.87946726,0.65144975,4.1787965
0.24446262,-0.25451626,-0.0082297593,0.92390336,3.836742,1.1383511,0.52647711,2.4400428
-1.1798299,0.35551052,0.17539422,-1.9272576,4.1902849,0.44354593,0.52889541,2.7133214
0.020539816,-0.20062692,0.24460611,-0.33290341,2.4832983,0.91816427,0.57874109,2.3649952
0.16457412,0.15239783,0.20938405,-0.90433088,2.0789348,0.73237719,0.49114981,2.8240098
0.021563329,0.22143633,0.1661429,-0.62812272,2.5396265,0.70945042,0.49348242,2.8121238
-0.46211492,0.24620242,0.06709283,-0.48963425,2.2841677,1.0892718,0.70622623,3.3079704
-0.47320053,-0.49307135,0.049500576,0.47867164,3.1186824,1.53642,0.44600904,4.3047237
0.38180266,-0.22621643,0.14136402,-0.13592775000000001,2.2137134,1.2104646,0.49284066,3.2781841
-0.35686816,0.14868922,0.14711436,-1.9721073,2.7718884,0.71867886,0.72947062,4.6621371
0.012984104,0.26642959,-0.1885297,-0.4686393,2.52355,0.56909619,0.85725039,2.4365924
2.3778991,-1.4954859,-0.042436951,1.6147248,2.6323942,2.3883416,0.61432952,2.9108507
0.79194008,-0.16959741,0.02859388,1.8066302,1.4312251,1.2060438,0.66233975,3.5148272
0.36810729,-0.51379918,0.26058622,0.58066488,2.8152873,1.377216,0.57364671,2.0924749
0.59861295,-0.22197132,0.26027386,0.85013689,1.9601231,0.86464071,0.57915467,3.0533574
0.65006281,0.066145639,0.24352443,1.6334446,1.6733432,0.9809226,0.57214152,4.533779
-0.49727938,0.48101109,0.083805479,1.544444,2.8712287,0.95905163,0.57192235,3.1478101
-0.75602739,0.37972671,0.11322463,0.19573146,3.4789109,1.1134521,0.7027825,4.705976
-0.85689864,0.45636322,0.051331678,0.48998336,3.4643633,1.1349998,0.46638943,1.8053029
-0.109229,0.44710698,0.094152589,-0.17808401,3.1106633,0.84344593,0.60167516,4.8265177
-0.21612778,0.31572152,0.07799019,0.11717384,3.0577513,0.69797308,0.52558803,3.9456107
-0.45625625,0.081332861,0.07675224,-0.43533765,2.99774,1.2594616,0.54273319,4.6124024
0.014948752,-0.1481581,0.066733667,-0.92233425,2.3019355,0.80546415,0.54441931,2.9768756
-1.0523073,0.32793528,0.068136788,-1.2290455,2.1263226,0.88044018,0.56266924,2.493486
0.19975412,-0.50205337,0.11781394,-0.55576148,1.8775179,1.4636626,0.46937314,6.2100391
-0.22895495,-0.41577138,0.13751752,-0.95603948,2.229128,1.4710739,0.39460532,5.4657973
0.079437216,-0.46610413,-0.019359394,-0.14221755,2.4670518,1.4620229,0.57062471,3.6177961
0.19570134,-0.24415929,-0.097357526,-0.20780874,1.6507444,1.2314277,0.63062344,3.8173314
0.22774889,0.12345548,-0.06983878,-0.26803218,1.5953625,0.72319749,0.43358245,2.8566668
-1.3050682,-0.019871396,0.064191719,1.7323423,2.5441423,0.51204411,0.36920497,3.1887403
-0.88363077,0.023364629,0.072376888,1.1893427,2.5199991,0.88271998,0.51027751,4.5702625
-0.47293415,-0.084640798,0.15610429,1.0991033,2.1482308,0.87684707,0.51423443,2.5471799
-0.65905961,-0.32865091,0.1046806,-0.6530766,2.9495665,0.6899003,0.59456159,5.4833507
0.79063669,0.0043298549,-0.0079719501,-0.030478259,2.7539459,0.53820534,0.57117127,2.2199518
-0.49078636,-0.11188706,0.044033218,-0.38683628,2.8160145,0.60459513,0.48656614,2.4935497
1.2431797,-0.1821626,0.060108439,0.54094123,3.8398136,0.66034101,0.62502059,3.0950026
-0.023119862,0.042532269,0.035608391,-0.076291909,2.4863545,0.72653151,0.79562131,2.7650241
0.14276963,-0.16887961,0.2577477,0.78653157,2.2887445,0.98016548,0.64336378,2.1243107
0.46510352,0.040405322,0.16042311,1.024638,4.2583692,1.1407473,0.46368693,3.3290689
1.029188,-0.050031453,0.09963063,0.056040881,2.8483617,0.82902549,0.53711564,2.9238392
0.57838474,-0.37277746,0.12326531,0.8491999,2.8965969,0.8071386,0.4783469,2.6128235
-0.90723274,0.24409661,0.039612015,1.0482422,4.3656793,1.1210403,0.53348483,3.3857462
-0.52217388,0.049817357,0.13387098,1.7715082,3.7645541,0.90458751,0.41901055,3.2434816
-1.2396439,0.45769329,0.024019819,1.6891194,2.1376167,0.67357551,0.47832441,3.5588168
-0.42707266,0.23244684,0.068914354,1.4878475,2.1688106,0.83131572,0.43672766,3.1913911
-0.12164407000000001,0.06302658,0.013615545,1.262854,3.321296,1.0489634,0.57585975,4.958955
0.48709797,0.5582827,0.08900692,0.4869602,3.0273228,1.0904804,0.59488539,2.0472934
-0.21746937,0.099299178,0.072290091,1.7633586,1.9600411,1.5007924,0.46150598,4.1759462
1.3320284,0.061791117,0.0094219449,0.55630916,5.1497721,0.92494044,0.55454473,2.5565367
-0.067321819,0.034019817,0.11216472,0.35531765,2.5552626,1.2660802,0.50549728,2.5430052
3.6655908,-0.51828851,0.05965665,2.1521058,6.2059789,1.7929498,0.42368348,3.3788262
2.4688412,0.1210516,-0.0065740853,1.4696227,2.9356463,1.7034712,0.4915063,3.2315639
1.6369527,-0.2756178,-5.8056461e-4,0.32135761,3.0532035,1.3555421,0.66555517,2.5118491
-0.56030887,0.28057418,-0.046879247,0.43979707,1.3694089,0.73162618,0.67356918,3.1963231
-1.0911488,0.014507456,0.0046896058,0.57165358,4.565444,0.92851669,0.3754065,2.8141155
-0.62663647,0.065978416,-0.1127548,0.29915181,2.5031099,0.58879426,0.53879843,2.4088033
-0.44666119,0.01557079,-0.029936315,0.071512294,2.7769108,0.79947134,0.42754082,2.1126814
0.78919186,-0.43163488,-0.056523423,-0.092869867,6.2275342,1.3644825,0.66847576,1.9608146
-0.82552121999999994,0.12595434,-2.6504997e-4,-0.20976727,1.5169829,0.51263434,0.71909585,2.6453172
1.3468086,-0.013615461,2.4460387e-4,-0.61730585,2.0493496,0.57633544,0.6061682,3.6962607
0.181798,-0.087157572,-0.100591,-0.51363494,1.4726366,0.58465568,0.77832625,1.8969702
0.12754332,0.015914249,-0.032645357,-2.332153,3.3106019,0.70359697,0.60378454,4.8587509
-0.070193874,-0.099896346,-0.037636103,-2.130715,2.3938906,0.54880559,0.60436993,4.4634493
-0.73866643,0.077080034,-0.042418964,-0.57456513,3.2268377,0.89232141,0.50660263,4.1895444
-0.2272182,0.047879145,0.18161719,-0.11081494,1.7770748,0.65124541,0.55231122,2.6587188
0.36766581,0.41491956,0.078234998,-0.068089027,2.4110061,1.1350747,0.6830987,2.2357149
0.21119759,0.71715809,0.25786149,-0.31356883,3.3764802,0.6602699,0.77461953,2.287898
-1.8506880000000001,0.86510938,0.16899813,0.45357141,3.1405037,0.92860155,0.63336987,2.2234989
-1.95092,0.42319145,0.26535405,-0.11248189,3.9399091,0.92597496,0.68578825,2.1824592
-0.26895988,0.27204738,0.20914053,-0.95771941,3.8440495,0.79711061,0.59527727,4.003033
-1.6051336,0.79024965,-0.044711512,1.4643691,3.4402582,0.73143847,0.51044128,2.6793336
-0.89812621,0.62960869,0.027902173,-0.14560493,3.181137,0.83812341,0.49579522,5.2418823
-0.92044829,0.17646512,-0.05317478,0.69952425,3.9168795,0.58427293,0.56744882,2.8679744
-0.52171528,0.10524023,-0.059368332,-0.61906287,3.9213217,0.61419244,0.63497781,3.455088
-0.68789485,0.27535417,0.011253928,0.14808594,3.921887,0.27086806,0.66547907,2.2546889
-0.22952626,0.2862704,-0.013910518,0.51695834,3.5385586,0.30582586,0.70382846,2.2455846
0.47104562,0.27378545,0.036014869,1.2430961,2.9629094,0.94224955,0.54127292,2.7072234
0.06724714,0.27328687,0.023133102,1.2735849,3.1418605,0.91601277,0.55043189,2.8518555
-0.95403756,0.49470758,-0.0030201558,0.3232351,3.6476392,1.3039627,0.54398536,2.2702451
-0.38538782,0.67805238,0.0091959403,-0.13210903,2.0499556,1.4940415,0.49133164,3.0053149
1.1141667,-0.1804556,-0.011340495,-0.85069338,3.745916,1.2078165,0.69094632,3.3693509
0.2266577,0.19756524,-0.048188688,-1.2606302,3.9395556,1.0203388,0.61739899,3.2804588
0.74166705,-0.29883056,0.1212052,-0.92339569,2.7586496,1.4160579,0.7453987,3.2111705
0.17658282,0.12639969,0.16002291,0.29021995,1.9941869,1.5117869,0.58575834,2.5430638
0.63098056,0.064208213,0.088114628,0.32600834,2.287335,1.160871,0.53074207,3.2154516
-0.14795731,0.21072667,0.093918854,-0.90004382,2.6406026,1.3504477,0.46778397,2.5190996
1.0991101,0.20535289,0.086145715,-1.1780427,3.1092948,0.85359653,0.47979555,2.8669877
0.45733141,-0.1113778,0.0701279,-0.43780733,2.8611735,0.69822515,0.42395882,2.627155
0.56814525,0.1186106,0.10313243,-0.35399659,2.8313794,0.65887519,0.47661029,2.249096
0.70842795,-0.07683873,0.10536521,-0.80032967,2.6017562,0.8340185,0.58911906,2.7289499
-0.15452154,-0.14157089,0.12105737,-2.1580908,5.3294506,1.0617075,0.42778155,5.5358379
0.5066622,0.013961732,0.12004656,-1.9770414,2.7847454,1.0597419,0.54510375,5.3280871
0.36854271,0.091912917,-0.044985897,0.27824475,2.1867397,1.4974252,0.54590954,3.339763
0.4026399,0.04337648,0.12637183,-0.39421585,3.1076035,0.82028374,0.61064667,3.551232
-0.38642791,0.33452783,-0.0093967299,-0.56151493,3.468631,1.2345133,0.43282921,2.8982224
-0.11926445,0.41247172,-0.070529164,0.19279905,2.7941073,1.329233,0.58105095,3.92806
-0.80097287,0.42826567,0.11018807,-0.7435808,4.6959611,1.1743832,0.37275975,2.2084698
0.55515104,0.071183712,-0.11451399,-0.98594336,2.4533567,0.82663101,0.61315927,3.8358519
0.22469992,0.36018813,0.014147232,-0.46071715,6.5366592,1.3607831,0.54957464,2.4778025
1.0956964,-0.30839404,0.11637692,0.23772009,2.706594,0.95059221,0.51399759,3.682239
1.1336826,-0.076972436,0.16080025,0.29512548,2.927625,0.92198169,0.45630709,3.8920336
1.0944727,0.4366821,0.11857139,0.68467118,2.4481954,1.7853026,0.47551043,3.0568636
-0.56307991,0.40817144,-2.827032e-4,0.72021702,5.8972932,0.59347141,0.4985549,2.228913
-1.3873951,-0.0027654479,0.02730771,0.60664092,3.3503001,1.0446908,0.55813762,2.3866528
-1.0579113,0.069258076,-0.046658147,0.54959136,2.394729,0.97185256,0.52887563,2.0266584
-0.66617457,-0.1940927,-0.056942863,0.40856959,2.1023112,0.91507805,0.55353613,2.2392021
-1.3916297,0.40244087,-0.031271562,-1.2823666,4.6982049,0.6634721,0.64313383,4.0757694
0.47767006,0.31878635,-0.089641359,-1.3307274,2.022868,0.8225513,0.76654609,3.5323098
1.5439352,-0.21496043,0.059159637,-1.7317659,5.3637354,0.95980864,0.5218137,4.0894447
0.72759702,-0.17876245,-0.014864614,-0.94050337,2.454327,1.5323403,0.61435571,3.828714
-0.45908962,-0.27538524,-0.075648291,0.38720961,5.9246212,1.0243649,0.71063792,3.2987604
-0.10470181,-0.12840367,-0.26760455,-0.58963982,2.0101683,1.0739058,0.6322292,3.5407879
0.049565406,-0.013263838,-0.16681034,-0.43928311,2.0497164,0.72187082,0.69236493,3.096868
0.48719597,-0.21563856,0.068149711,-0.074763053,1.95444,1.1990506,0.73752149,2.6418198
-0.60861522,0.5876911,0.0052484348,-0.013083275,2.0853091,1.2082129,0.47894445,3.7500731
1.6075563,-0.62510997,-0.10734606,-0.094150104,5.9533995,0.7912716,0.46895614,3.3149423
0.94254609,-0.83752804,-0.0090406979,-0.15611068,5.3230583,0.95458581,0.452995,3.1039267
-0.79739519,0.039643325,0.086198865,-0.29701308,1.9121723,0.45906111,0.48905044,3.6757397
0.069945554,0.17392646,0.16148932,0.57276301,2.8209386,0.67622783,0.70026863,2.3463963
0.14478098,0.042398504,-0.039229898,-1.4260841,2.8883081,1.3950847,0.51344322,4.0508439
-1.0963204,0.18207781,0.28090672,0.28828046,2.6700957,0.41016867,0.53135251,1.8529825
1.0140389,-0.11701428,0.10767129,-1.0196686,4.4404002,0.80533823,0.52832722,3.9748487
-0.36762237,0.24897345,0.19785817,-0.1799102,2.9023597,0.71088922,0.67086543,1.6800206
-0.9191994,-0.25130219,0.25031786,-1.0930276,4.0240567,0.89249389,0.63415861,3.243596
-1.0985954,0.33831091,0.32651812,-1.6361622,3.5654034,0.49707154,0.66425623,3.8408016
-2.7094179,0.27928254,0.21585745,-2.1939163,3.2902765,0.52599943,0.7667933,4.2452249
-0.49160061,-0.21877872,-0.014674015,-0.52506635,4.4756378,0.67156885,0.79798656,4.0203197
-0.4450296,-0.073295963,-0.018320442,-0.18594269,3.247611,0.91606534,0.59155452,4.3381835
-0.012739217,0.10070012,0.070788882,-0.29037705,3.9652714,0.32703083,0.66640744,2.7362764
1.1772955,0.054808259,0.0077705677,0.10838331,3.5481962,0.52261335,0.51252094,3.5574905
2.5408685,0.27641096,0.05336271,0.24813412,4.3878172,0.47142696,0.62416547,3.9959582
-0.21697385,-0.43137309,0.10303015,1.7822429,2.5265035,0.62068888,0.76367244,2.9892208
0.30640751,-0.021342349,0.096448141,0.48182972,2.4694836,0.55647136,0.64240343,2.4877912
-0.19827001,-0.0096277988,0.18279227,1.0356279,3.0878364,0.67706789,0.5327881,3.2229322
0.29522333,0.04508331,0.23489058,0.89010808,2.3578791,0.56613796,0.57092301,2.9486941
-0.52193346,0.13909243,0.17143066,1.0930177,4.2130745,0.55418859,0.5755322,2.427499
-0.22607665,0.1360553,0.2471577,0.94122771,3.8199689,0.3342674,0.6462925,3.214626
0.97214415,0.21910732,0.25187197,1.1674864,3.6384873,0.64227019,0.65508603,3.0876524
2.1665691,0.36020821,0.20893002,-0.14141078,6.1923738,0.49480955,0.71270788,2.9438445
0.61675591,0.25137612,0.24814373,0.045441234,3.1110345,0.96902131,0.57448822,2.6215833
1.1286388,0.47525102,0.29200819,1.1383643,2.809896,0.92189177,0.58901342,2.5617517
0.06002925,0.24991375,0.23303434,-1.5918654,3.3594713,0.60154821,0.74853243,4.2474319
0.16927171,0.0056422398,0.17984161,-2.173124,2.6160814,0.79294264,0.62038743,4.195847
0.98633225,0.047896468,0.30481926,-0.49550521,7.3283752,0.64020618,0.50835279,3.6078555
0.45555209,-0.088191537,0.27752299,-0.44146592,5.3447435,0.61506416,0.50102328,3.2404123
0.6191225,0.055216935,0.094411899,-3.0034072,2.3596853,0.86171906,0.50212524,4.8359697
0.6341061,-0.18940894,-0.038744569,-0.10156913,2.1729563,0.76417824,0.51037863000000006,2.7811612
-0.15406521,-0.12494382,-0.14461403,0.43067264,2.5476393,0.84695056,0.6216152,4.6713668
0.48316871,0.19808409,-0.074442611,-0.076963692,3.5528298,0.64486583,0.75890025,4.4780858
0.1298176,0.29031232,-0.071593284,-0.49340281,2.0348193,0.5774513,0.69333496,2.5616433
1.466544,0.29429312,0.079121243,-0.81355435,3.6154321,0.63107027,0.80333225,2.8286999
-0.059356334,-0.28393393,0.15085476,-1.5451187,2.5860384,1.1569847,0.60963144,3.8981506
-0.033352806,0.45321687,0.098858638,-0.75110228,2.6219755,1.0031116,0.49679245,3.3874186
-1.6317909,0.14876928,0.074772923,-0.91524551,2.763336,0.71095906,0.58260641,2.3287768
-0.60243624,0.23508509,0.035739099,1.3450676,1.8347747,1.12356,0.43793241,3.1094792
-0.36280425,0.40244398,-0.13435352,0.26113541,3.3195981,0.71218373,0.60454353,3.6388383
-2.3711842,0.70490631,0.013424531,1.4186776,3.8927437,0.48430134,0.61675867,3.942488
0.55668473,0.48795048,0.036989694,1.3352867,4.2094036,0.75148315,0.76441488,2.3527325
-0.79065138,0.45632737,0.2374816,0.28845171,3.0576532,0.59989641,0.86323669,1.8583684
-0.8405511,0.44757383,0.15871642,0.52838219,2.5727354,0.73161101,0.83238393,1.8367623
-0.44709487,0.056917771,0.23216714,-0.30700224,3.5567473,0.85907762,1.0146435,4.0410273
1.0930251,-0.64404485,-0.10927588,-2.2586573,3.4949467,1.474473,0.72010483,3.0707508
-1.5758627,-1.0325456,0.2382716,-0.66112806,2.0605905,1.6545645,0.93789787,4.9005769
-0.65105898,-0.94461546,0.21372766,0.19546244,3.0930754,1.6549932,0.85568638,3.0598707
-0.2268871,-1.0031135,0.16970372,0.11068412,2.5901347,1.626967,0.80244539,2.5932177
-1.0351787,0.19025201,0.1561529,-0.070857686,2.4280448,0.71732681,0.47841591,3.0727164
0.087689499,-0.094433547,0.20089806,-0.65161946,1.7892248,0.72668816,0.53852814,2.3808814
-0.40465464,-0.3146657,0.18282674,-0.91447454,1.8124806,1.0073414,0.49153887,2.665023
-0.53537274,-0.30862223,0.12188089,-0.22152061,2.4537665,1.2226569,0.48008044,2.5943711
1.2486839,0.16927381,0.15247557,-2.0166049,2.9405453,1.2854175,0.56448669,5.0468969
1.3172467,0.071483139,0.11208374,-0.66319634,2.9237616,0.9388935,0.60308059,2.2787195
1.7528557,0.27845895,0.10768075,-3.2584094,4.1479707,1.1238586,0.56240874,3.9497712
0.19214105,0.38330636,0.025022549,-0.54071497,2.5173211,1.1398072,0.620546,3.1580531
0.49240526,-0.065969108,0.074649521,-1.4142431,3.0832935,1.0278783,0.67556122,4.3552459
0.39442384,-0.3419598,0.048152791,-0.58194954,2.4500712,1.1182579,0.48786739,2.8109325
-1.8689555,0.77760831,-0.050074068,-1.0434203,3.565171,1.2871191,0.61474817,3.9155453
-0.75213064,0.42352004,-0.12627324,-0.86716231,3.2068921,0.77687302,0.60835399,3.2164296
-0.66362176,0.10585748,0.079512507,0.32177355,2.9177144,0.4480872,0.49551325,1.7128112
-0.25700564,-0.7478093,0.040996709,1.7782158,2.684698,1.0301842,0.57470465,2.0007352
0.68345195,-0.40199308,0.0059660844,0.20148362,2.8847854,1.1853531,0.62890407,3.9557988
1.378015,-0.32856773,-0.034531571,0.36578878,3.037258,0.90115704,0.74799937,2.6197559
1.911718,-0.29707525,0.13658035,0.2539492,3.8349105,1.3977762,0.54653529,3.3583608
2.0229357,-0.035551587,-0.032862631,-0.53990798,4.1648009,0.51073167,0.64491817,3.0111117
-1.2350231,0.22181257,0.050453624,-0.73870973,2.7953975,0.45499036,0.66602945,3.0462181
-1.1847248,0.14505939,-0.089018838,-0.60623578,2.5410621,1.0308344,0.65712089,2.4718907
-1.5935923,0.43312086,0.020026478,-0.90840011,4.5170075,0.41367901,0.4336185,6.4501194
-0.82838284,0.08927449,-0.075388202,0.36358865,2.6024713,0.5438913,0.4812779,2.2273473
-0.098409593,0.31260469,-0.24161562,-0.14275743,2.3124621,0.51471102,0.58941667,2.9123336
-0.11894922,-0.0095594177,-0.088343459,-0.81283585,3.1032612999999998,0.20136538,0.58571949,2.5126467
0.17095589,0.30952192,-0.0784749,-1.0068488,3.0160985,0.33788331,0.67176011,3.7668594
0.55683713,0.29883394,0.067297787,-0.74763086,2.6429077,0.34910269,0.62931768,3.8407375
-2.0362895,0.5149222,0.05218517,0.018581566,3.2750587,0.27252047,0.6575254,3.0772742
-1.0666928,0.59066387,0.092603215,-2.101074,2.7718189,1.0802678,0.60166223,6.3381897
-0.25915203,-0.0072802138,0.23095286,-0.45604608,2.9122703,0.77694855,0.76054087,2.694199
0.97584163,0.080188936,0.18955385,2.1384312,3.8086033,0.70887104,0.48973806,3.0332629
1.281407,0.04107432,0.11892565,1.2925783,4.1044543000000004,0.61412798,0.69983501,5.3970066
1.1178566,0.20156186,0.14596866,0.25432105,3.4628522,0.73745611,0.40462506,2.6434967
1.0419592,0.19659149,0.13256248,0.13679267,3.623277,0.74188007,0.41865566,2.5002158
1.4177091,-0.57349731,0.22712592,-0.66257309,1.8511437,1.4240487,0.4709576,3.2844978
2.4657259,-0.72601929,0.15709733,0.34231332,2.6589483,1.0106024,0.46063013,2.9839295
